
Couldn't locate date of sale,22 sp 92, the county ,,,No Trailer,https://www.ncnotices.com/(S(p30q4jl5lnjktj3xp1dibpwv))/PDFDocument.aspx?SID=p30q4jl5lnjktj3xp1dibpwv453919&FileName=ClassAd-435213-1.pdf ,326150
2023-01-06 10:30:00,22 sp 643, buncombe county ,property being located at 40 beaverdam loop road candler north carolina,,No Trailer,https://www.ncnotices.com/(S(p30q4jl5lnjktj3xp1dibpwv))/Details.aspx?SID=p30q4jl5lnjktj3xp1dibpwv&ID=326061 ,326061
2023-01-06 10:30:00,22 sp 650, buncombe county ,property being located at 12 damascus road alexander north carolina. <br/><br/>being the same property as conveyed to ethel elaine crites by deed recorded may 4 2009 in deed book 4677 page 657-658 buncombe county north carolina register of deeds office.<br/><br/>included in the real property is a manufactured home that has been permanently affixed to the subject property and the title has been surrendered to the north carolina department of motor vehicles.<br/><br/>said manufactured home is described as follows:<br/><br/>manufacturer's name: 2009 norris<br/>model: fsh28523,,No Trailer,https://www.ncnotices.com/(S(p30q4jl5lnjktj3xp1dibpwv))/Details.aspx?SID=p30q4jl5lnjktj3xp1dibpwv&ID=326060 ,326060
2023-01-06 10:30:00,22 sp 394, buncombe county ,property being located at 796 riverside drive asheville north carolina.<br/><br/>this conveyance is made subject to easements rights of way and encumbrances of record.<br/><br/>together and including all right title and interest of the grantor without warranty of any kind in and to the following land:<br/>being all of the land lying between the western line of the 1.224-acre tract of land described above and the eastern edge of the french broad river limited on the north by the northern line extended westward of the 1.224-acre tract of land and on the south by the southern line extended westward of the 1.224-acre of land. <br/><br/>being and all the same premises conveyed in deed book 4965 page 1002<br/><br/>parcel id#: 9639-76-1460-00000,,No Trailer,https://www.ncnotices.com/(S(p30q4jl5lnjktj3xp1dibpwv))/Details.aspx?SID=p30q4jl5lnjktj3xp1dibpwv&ID=326059 ,326059
2023-01-03 11:00:00,22 sp 260, buncombe county ,address of property: 10 sky forest drive swannanoa nc 28778,,No Trailer,https://www.ncnotices.com/(S(p30q4jl5lnjktj3xp1dibpwv))/Details.aspx?SID=p30q4jl5lnjktj3xp1dibpwv&ID=326058 ,326058
2023-01-04 12:00:00,22 sp 27, person county ,address of property: 2176 halifax road roxboro nc 27573,,No Trailer,https://www.ncnotices.com/(S(p30q4jl5lnjktj3xp1dibpwv))/Details.aspx?SID=p30q4jl5lnjktj3xp1dibpwv&ID=326023 ,326023
2023-01-04 12:00:00,22 sp 107, person county ,address of property: 371 cavel chub lake road roxboro nc 27574,,No Trailer,https://www.ncnotices.com/(S(p30q4jl5lnjktj3xp1dibpwv))/Details.aspx?SID=p30q4jl5lnjktj3xp1dibpwv&ID=326022 ,326022
Couldn't locate date of sale,Case number not found, the county ,,704-970-0391,No Trailer,https://www.ncnotices.com/(S(p30q4jl5lnjktj3xp1dibpwv))/PDFDocument.aspx?SID=p30q4jl5lnjktj3xp1dibpwv453923&FileName=ClassAd-435446-1.pdf ,326017
2023-01-05 12:00:00,22 sp 284, catawba county ,property being located at 5655 linville drive hickory north carolina,,No Trailer,https://www.ncnotices.com/(S(p30q4jl5lnjktj3xp1dibpwv))/Details.aspx?SID=p30q4jl5lnjktj3xp1dibpwv&ID=326005 ,326005
Couldn't locate date of sale,22 sp 49, the county ,,,No Trailer,https://www.ncnotices.com/(S(p30q4jl5lnjktj3xp1dibpwv))/PDFDocument.aspx?SID=p30q4jl5lnjktj3xp1dibpwv453937&FileName=ClassAd-435758-1.pdf ,326004
2022-12-29 11:00:00,22 sp 82, hoke county ,address: 162 stonebriar ave raeford nc 28376,919-800-3528,No Trailer,https://www.ncnotices.com/(S(p30q4jl5lnjktj3xp1dibpwv))/Details.aspx?SID=p30q4jl5lnjktj3xp1dibpwv&ID=326240 ,326240
Couldn't locate date of sale,22 sp 39, currituck county ,,,No Trailer,https://www.ncnotices.com/(S(p30q4jl5lnjktj3xp1dibpwv))/PDFDocument.aspx?SID=p30q4jl5lnjktj3xp1dibpwv453363&FileName=ClassAd-435421-1.pdf ,325918
2022-12-29 10:00:00,22 sp 94, sampson county ,address of property:  710 w. main street   clinton nc 28328,,No Trailer,https://www.ncnotices.com/(S(p30q4jl5lnjktj3xp1dibpwv))/Details.aspx?SID=p30q4jl5lnjktj3xp1dibpwv&ID=325837 ,325837
2023-01-03 14:30:00,22 sp 219, rockingham county ,property being located at 495 salem church road reidsville north carolina,,No Trailer,https://www.ncnotices.com/(S(p30q4jl5lnjktj3xp1dibpwv))/Details.aspx?SID=p30q4jl5lnjktj3xp1dibpwv&ID=325807 ,325807
2023-01-03 14:30:00,22 sp 297, rockingham county ,property being located at 410 fernwood avenue reidsville north carolina,,No Trailer,https://www.ncnotices.com/(S(p30q4jl5lnjktj3xp1dibpwv))/Details.aspx?SID=p30q4jl5lnjktj3xp1dibpwv&ID=325805 ,325805
2022-12-30 09:00:00,Case number not found, the county ,address is: 720 ross road linc,,No Trailer,https://www.ncnotices.com/(S(p30q4jl5lnjktj3xp1dibpwv))/Details.aspx?SID=p30q4jl5lnjktj3xp1dibpwv&ID=325635 ,325635
2022-01-03 12:00:00,22 sp 87, applicable county ,commonly known as 126 gar-dens dr. manteo nc 27954,,No Trailer,https://www.ncnotices.com/(S(p30q4jl5lnjktj3xp1dibpwv))/PDFDocument.aspx?SID=p30q4jl5lnjktj3xp1dibpwv453502&FileName=ClassAd-1561548-1.pdf ,325594
2023-01-05 11:00:00,22 sp 197, robeson county ,commonly known as 5310 lovette rd and 12.33-acre parcel adjacent to 5310 lovette rd lumberton nc 28358,,No Trailer,https://www.ncnotices.com/(S(p30q4jl5lnjktj3xp1dibpwv))/Details.aspx?SID=p30q4jl5lnjktj3xp1dibpwv&ID=325514 ,325514
Couldn't locate date of sale,22 sp 169, robeson county ,,910-862-8006,No Trailer,https://www.ncnotices.com/(S(p30q4jl5lnjktj3xp1dibpwv))/Details.aspx?SID=p30q4jl5lnjktj3xp1dibpwv&ID=325513 ,325513
2023-01-05 00:00:00,22 sp 131, macon county ,commonly known as: 19 sawmill village lane franklin nc 28734,,No Trailer,https://www.ncnotices.com/(S(p30q4jl5lnjktj3xp1dibpwv))/Details.aspx?SID=p30q4jl5lnjktj3xp1dibpwv&ID=325505 ,325505
2022-12-21 13:00:00,22 sp 343, brunswick county ,property being located at 3215 marshview drive southwest supply north carolina,,No Trailer,https://www.ncnotices.com/(S(p30q4jl5lnjktj3xp1dibpwv))/Details.aspx?SID=p30q4jl5lnjktj3xp1dibpwv&ID=321390 ,321390
2022-12-22 12:00:00,22 sp 372, iredell county ,commonly known as: 533 n main street troutman nc 28166,,No Trailer,https://www.ncnotices.com/(S(p30q4jl5lnjktj3xp1dibpwv))/Details.aspx?SID=p30q4jl5lnjktj3xp1dibpwv&ID=325164 ,325164
Couldn't locate date of sale,22 sp 53, the county ,,,No Trailer,https://www.ncnotices.com/(S(5xwxjgykdmcfip2pg2w2d5h2))/PDFDocument.aspx?SID=5xwxjgykdmcfip2pg2w2d5h2455597&FileName=ClassAd-436004-1.pdf ,328375
Couldn't locate date of sale,22 sp 100, richmond county ,,,No Trailer,https://www.ncnotices.com/(S(5xwxjgykdmcfip2pg2w2d5h2))/Details.aspx?SID=5xwxjgykdmcfip2pg2w2d5h2&ID=328237 ,328237
2023-01-06 11:00:00,Case number not found, richmond county ,commonly known as 127 glen haven cir rockingham nc 28379,,No Trailer,https://www.ncnotices.com/(S(5xwxjgykdmcfip2pg2w2d5h2))/Details.aspx?SID=5xwxjgykdmcfip2pg2w2d5h2&ID=328236 ,328236
2023-01-10 12:00:00,22 sp 500, hanover county ,property being located at 727 chablis way wilmington north carolina,,No Trailer,https://www.ncnotices.com/(S(5xwxjgykdmcfip2pg2w2d5h2))/Details.aspx?SID=5xwxjgykdmcfip2pg2w2d5h2&ID=328212 ,328212
2023-01-10 11:00:00,22 sp 13, macon county ,commonly known as 681 bradley rd franklin nc 28734,,No Trailer,https://www.ncnotices.com/(S(5xwxjgykdmcfip2pg2w2d5h2))/Details.aspx?SID=5xwxjgykdmcfip2pg2w2d5h2&ID=328169 ,328169
2023-01-12 13:00:00,20 sp 97, catawba county ,commonly known as 2995 love road claremont nc 28610,,No Trailer,https://www.ncnotices.com/(S(5xwxjgykdmcfip2pg2w2d5h2))/Details.aspx?SID=5xwxjgykdmcfip2pg2w2d5h2&ID=328015 ,328015
Couldn't locate date of sale,22 sp 13, moore county ,commonly known as 146 union church rd vass nc,,No Trailer,https://www.ncnotices.com/(S(5xwxjgykdmcfip2pg2w2d5h2))/PDFDocument.aspx?SID=5xwxjgykdmcfip2pg2w2d5h2453330&FileName=00436331.pdf ,327968
2023-01-09 10:00:00,Case number not found, cumberland county ,address of property: 3805 oakhaven rd hope mills nc 28348,704-970-0391,No Trailer,https://www.ncnotices.com/(S(5xwxjgykdmcfip2pg2w2d5h2))/Details.aspx?SID=5xwxjgykdmcfip2pg2w2d5h2&ID=327933 ,327933
2023-01-11 10:00:00,Case number not found, rockingham county ,address of property: 206 charlie st eden nc 27288,704-970-0391,No Trailer,https://www.ncnotices.com/(S(5xwxjgykdmcfip2pg2w2d5h2))/Details.aspx?SID=5xwxjgykdmcfip2pg2w2d5h2&ID=327923 ,327923
2023-01-05 13:00:00,22 sp 121, halifax county ,addressed to the purchasing agent nicole boone at nboone519@halifaxcc.edu or at 252-538-4326.   dec. 24 27 29 31 2022<br/><br/>10900,252-538-4326,Trailer,https://www.ncnotices.com/(S(5xwxjgykdmcfip2pg2w2d5h2))/Details.aspx?SID=5xwxjgykdmcfip2pg2w2d5h2&ID=327931 ,327931
